files,FC1_b,FC2_b,Pz_b,POz_b,FC3_b,FCz_b,FC4_b,P1_b,P2_b,FC1_g,FC2_g,Pz_g,POz_g,FC3_g,FCz_g,FC4_g,P1_g,P2_g,group,subject,math,bodyposition
data/Epoched_Geometric/Expert15_SYMGEO_3G_sl1_Sit_05-40Hz.set,-11.137054227131,-11.2131539914985,-11.0995493357827,-11.0933877374089,-10.5641484812036,-12.2054026105904,-11.2602102418113,-12.2727257822082,-10.4643517337577,-6.15545940891043,-7.02664495339476,-6.0902615139085,-5.42680986772897,-6.02715972444462,-6.45777415933517,-6.25062180075796,-5.65111967693884,-5.41273381954474,Expert,S15,geometry,Sit
data/Epoched_Geometric/Expert15_SYMGEO_4G_sl1_Sit_05-40Hz.set,-11.7526315038293,-10.9979794222267,-11.0830728322356,-10.4256948488837,-12.804449689393,-10.5847980907759,-9.75218883700235,-10.5197250390901,-11.3961932379244,-6.63471287872148,-5.85223898088345,-6.6145868631116,-6.31844484490659,-5.97276950161916,-6.53329222654258,-5.06611881936251,-6.6777103870571,-6.51836634732952,Expert,S15,geometry,Sit
data/Epoched_Geometric/Expert15_SYMGEO_5G_sl1_Stand_05-40Hz.set,-13.3582508579531,-11.2003518956539,-11.094605882587,-11.5994189107858,-11.8235478300542,-12.1479845652297,-11.5450517900225,-11.4059368367814,-10.7905738381482,-6.17411515251069,-5.51394488924596,-6.4592021206895,-6.75722760650993,-6.15097680956535,-5.95800093065055,-6.53390792152275,-6.37257616845579,-6.07245897713092,Expert,S15,geometry,Stand
data/Epoched_Geometric/Expert15_SYMGEO_7G_sl1_Stand_05-40Hz.set,-12.1837077493807,-12.6256347972527,-11.0023069131629,-10.8782043245458,-10.7994545867092,-15.2016076120842,-10.090062639471,-10.7688477437819,-11.9792526963872,-7.0218831386121,-7.10342875986106,-7.06189130379614,-7.1324850723639,-6.78749954463568,-7.72450583011246,-5.63846729694953,-7.46700702458733,-6.56884540597885,Expert,S15,geometry,Stand
data/Epoched_Geometric/Expert15_SYMGEO_9G_sl1_Sit_05-40Hz.set,-12.2744248228493,-10.8142290853897,-11.2150441002289,-10.097359793992,-10.5416520066625,-11.0075051939672,-10.4700293042954,-11.1053849317988,-9.52688015675173,-6.41084291149901,-5.93892383584675,-6.09256775332558,-5.46013160695764,-6.29856218209872,-6.21005450833359,-5.66409237451698,-5.88107662882774,-5.85412901488706,Expert,S15,geometry,Sit
data/Epoched_Geometric/Expert17_SYMGEO_11G_sl1_Stand_05-40Hz.set,-9.60843148234922,-9.61628503129234,-10.7303700309591,-9.20191299521315,-9.17826944093606,-10.0427755649596,-11.11115180122,-10.3563727884993,-9.64109193746544,-5.71231556963484,-6.72003509164844,-6.32547314679401,-6.21756079681733,-6.20945785262657,-6.58155291353764,-5.55664181335455,-6.25890073469548,-5.87018403745475,Expert,S17,geometry,Stand
data/Epoched_Geometric/Expert17_SYMGEO_1G_sl1_Sit_05-40Hz.set,-10.4315379348421,-9.98902226334218,-11.4887757694396,-11.6566436569167,-10.4157928122528,-9.32188673071676,-10.9489733895335,-10.2969487351547,-9.28605271022647,-5.87672256593202,-5.96110094686064,-6.95718136572661,-5.60130224091076,-5.67055317952992,-6.04232675009464,-5.63192201391525,-7.31236503981134,-5.43595141760068,Expert,S17,geometry,Sit
data/Epoched_Geometric/Expert17_SYMGEO_2G_sl1_Sit_05-40Hz.set,-10.7609361262529,-12.080123532488,-10.8354757236618,-9.87190620483271,-11.2728381774716,-10.3847813705592,-10.8132614020716,-10.3000970269659,-9.97288958912369,-5.95585280339084,-5.62150106325257,-6.73307483362313,-5.4135959054408,-5.62616391027579,-5.78200231701681,-5.66259642950175,-7.04508171447429,-6.49989217000387,Expert,S17,geometry,Sit
data/Epoched_Geometric/Expert17_SYMGEO_3G_sl1_Stand_05-40Hz.set,-11.8832760402126,-11.5677561134264,-12.1638774659285,-11.4739838043347,-11.7188381919587,-11.9543590625418,-9.12962865173497,-11.4475595551274,-9.89239389800314,-6.29154905961404,-6.94266894211456,-5.7269949694514,-5.23941795494408,-6.04045630889505,-7.1940971164572,-6.4648071023673,-6.13335765381411,-6.23004838458482,Expert,S17,geometry,Stand
data/Epoched_Geometric/Expert17_SYMGEO_4G_sl1_Stand_05-40Hz.set,-11.7323358202977,-10.0688217507454,-11.0285843864438,-10.8031815504028,-9.7589967973523,-12.5038954461155,-12.0133786123429,-14.267470196284,-11.5675603422325,-5.16161704451565,-5.5948859093173,-6.03470064545662,-6.67730134038546,-5.82025900254999,-5.36237118861845,-5.43900451698132,-5.97652923827453,-5.52627134993096,Expert,S17,geometry,Stand
