filename,FC1_b,FC2_b,Pz_b,POz_b,FC3_b,FCz_b,FC4_b,P1_b,P2_b,FC1_g,FC2_g,Pz_g,POz_g,FC3_g,FCz_g,FC4_g,P1_g,P2_g,group,subject,math,bodyposition
data/Epoched_Geometric/Expert92_SYMGEO_1G_sl1_Sit_05-40Hz.set,-12.0261291307443,-11.944771308651,-11.9906081155022,-11.328306057839,-11.8252073503306,-12.0283518326463,-11.6263427104698,-12.0746350430198,-11.4813238592816,-6.30513497659397,-6.35663850157837,-6.4706922671645,-5.82184718096034,-6.31761132108204,-6.25197961520383,-6.04222240466521,-6.35437293192424,-5.76420963937173,Expert,S92,geometry,Sit
data/Epoched_Geometric/Expert92_SYMGEO_2G_sl1_Sit_05-40Hz.set,-12.0465693189106,-11.9629784142095,-11.9744167123133,-11.2519948369355,-11.7350315200727,-11.9826489549785,-11.5254331052947,-12.0048563851793,-11.3017745730109,-6.16877889387515,-6.42553684545134,-6.45255520355375,-5.86452786908447,-6.28548927373073,-6.36940632705001,-5.92612738260967,-6.19844523126407,-5.63325378935308,Expert,S92,geometry,Sit
data/Epoched_Geometric/Expert92_SYMGEO_3G_sl1_Stand_05-40Hz.set,-12.4587988605805,-12.2174174969238,-12.0631445204641,-11.4137126237133,-11.9335720645322,-12.2271994063799,-11.8114137263998,-12.1451617089951,-11.5447680255943,-6.53475424667798,-6.53746380612725,-6.54822372781412,-6.06388841857705,-6.44760898785601,-6.40845853505847,-6.11101675030892,-6.44453918841676,-5.85766132035438,Expert,S92,geometry,Stand
data/Epoched_Geometric/Expert92_SYMGEO_4G_sl1_Stand_05-40Hz.set,-12.3253144324427,-12.1916074436222,-11.8801193347678,-11.0537968608625,-11.7822101546375,-12.2509346455277,-11.7745663665303,-11.7116955100938,-10.823355708061,-6.54080147570419,-6.58239608650996,-6.34485184737352,-5.79985178244534,-6.22205496433866,-6.68156027816904,-6.24899138653379,-6.09403753371796,-5.29854965548734,Expert,S92,geometry,Stand
data/Epoched_Geometric/Expert92_SYMGEO_5G_sl1_Sit_05-40Hz.set,-11.9094079892723,-11.950318624795,-12.0301280132563,-11.3745439288617,-11.7662101115384,-12.0182353405405,-11.6302916616336,-12.0704382322588,-11.5287065231275,-6.14935138896396,-6.33337061486666,-6.48301291373808,-5.98508616833098,-6.23763075955016,-6.22796448822751,-5.87970500568397,-6.41886862612566,-5.82641804664032,Expert,S92,geometry,Sit
data/Epoched_Geometric/Expert92_SYMGEO_7G_sl1_Sit_05-40Hz.set,-12.2532556952052,-12.2850813723391,-12.0129626323896,-11.3781878279231,-11.8076587085222,-12.5114561736699,-11.8179769567019,-11.923095101625,-10.9284415239473,-6.59457774902402,-6.68531871720849,-6.48082680435088,-5.88632699600691,-6.46357714207878,-6.7546808359688,-6.2667703920923,-6.14156124121639,-5.31617229825316,Expert,S92,geometry,Sit
data/Epoched_Geometric/Expert92_SYMGEO_9G_sl1_Stand_05-40Hz.set,-11.7796946788812,-11.8616403062764,-11.8904260726651,-11.3111604985467,-11.6800059418559,-11.8768112629794,-11.3688779926095,-11.9390365461626,-11.4595747158791,-6.22129195298625,-6.46552865205558,-6.48265204228192,-6.04067049851389,-6.37203831873822,-6.31840909527853,-6.00585166033704,-6.45389101463943,-5.9858062236855,Expert,S92,geometry,Stand
data/Epoched_Geometric/Novice102_SYMGEO_4G_sl1_Sit_05-40Hz.set,-10.7119872851334,-10.9863070441797,-11.1249903420364,-10.7342019866082,-10.8693061469496,-10.8264550553733,-10.7600236323345,-11.1609037978755,-11.1155636094884,-5.38376415023371,-5.60362567425216,-5.77520507166826,-5.62301837308254,-5.6127921110644,-5.40260656276806,-5.42833982212157,-5.77671436008619,-5.75687180233909,Novice,S102,geometry,Sit
data/Epoched_Geometric/Novice102_SYMGEO_9G_sl1_Sit_05-40Hz.set,-11.5936324916504,-11.4982527387463,-11.4918115615332,-10.8629078135561,-11.2653575202552,-11.2760791953965,-10.9874017577283,-11.3238314717131,-11.037877725176,-5.80787305336873,-6.02823214773383,-6.44006583764908,-5.98698606838033,-5.9982950966154,-5.81320881632244,-5.63619988235952,-6.29909834646803,-5.89754363532259,Novice,S102,geometry,Sit
data/Epoched_Geometric/Novice112_SYMGEO_11G_sl1_Sit_05-40Hz.set,-11.5981473157313,-11.972043565732,-10.7572408708671,-11.0598894748268,-11.5475962229393,-11.907087301062,-11.0344953343813,-10.586207820085,-11.0635441325905,-6.43636103872914,-6.54122852538323,-5.98703960223395,-6.20838888502498,-6.45656537661301,-6.3658132005081,-5.92562243518796,-5.98512209635864,-6.26056356693182,Novice,S112,geometry,Sit
data/Epoched_Geometric/Novice112_SYMGEO_1G_sl1_Stand_05-40Hz.set,-11.8744522246414,-11.9428370092752,-10.5889982283329,-11.0370546568236,-11.6371444626994,-11.9367893011755,-11.6345454547766,-10.4404805948312,-11.0307349811927,-6.60882624566353,-6.66816538388446,-6.06713014432293,-6.39594077798544,-6.59558897427719,-6.59430212111783,-6.36332276502355,-6.11107149506809,-6.43127468790408,Novice,S112,geometry,Stand
data/Epoched_Geometric/Novice112_SYMGEO_2G_sl1_Stand_05-40Hz.set,-11.7828629595252,-11.9056763485734,-10.6483258789339,-11.1543411690481,-11.6071913734512,-11.8940359794421,-11.3975879253211,-10.780954723459,-11.3763815820644,-6.4721862705004,-6.50676501760151,-6.03884290530676,-6.17810242681089,-6.49474057709721,-6.29942219714691,-5.94292949644348,-6.06062154623475,-6.31339963099535,Novice,S112,geometry,Stand
data/Epoched_Geometric/Novice112_SYMGEO_3G_sl1_Sit_05-40Hz.set,-12.1694730726935,-12.2653885002393,-10.8864224933585,-11.3908865110822,-11.9305646277078,-12.1941803969041,-11.5419737069722,-10.7848410111526,-11.5427463250231,-6.47299760550557,-6.57123665792825,-6.04417381508957,-6.3804379028751,-6.53736289285962,-6.45280877103624,-6.15765862345962,-6.06528626425758,-6.37284880639124,Novice,S112,geometry,Sit
data/Epoched_Geometric/Novice112_SYMGEO_4G_sl1_Sit_05-40Hz.set,-13.354752250674,-12.696782540905,-12.0977470716549,-12.4806977386895,-12.806268663448,-12.7266343513379,-12.3307810362469,-11.6028435279914,-12.4208304797896,-6.99618123064462,-6.76929437168731,-6.4999874708586,-6.74224406084951,-6.85486406928949,-6.75663862063446,-6.54279780066131,-6.27227200042608,-6.64284276157765,Novice,S112,geometry,Sit
data/Epoched_Geometric/Novice112_SYMGEO_5G_sl1_Stand_05-40Hz.set,-11.7645623980322,-11.8206762191694,-10.5443855463567,-10.9029460744359,-11.5465318884155,-11.6462293477693,-10.8979935608746,-10.5742602232001,-11.1760385097515,-6.33263519486141,-6.34024567299769,-6.06367607200606,-6.13661212566784,-6.33118570627075,-6.20027555394141,-5.57303672190416,-6.07193671983549,-6.34604650136813,Novice,S112,geometry,Stand
data/Epoched_Geometric/Novice112_SYMGEO_7G_sl1_Stand_05-40Hz.set,-11.9846443275264,-12.0855586042398,-10.6156323749447,-11.2640248343387,-11.8402650465478,-11.9979429216102,-11.4554085577274,-10.726311475219,-11.4837472603398,-6.53004828975096,-6.61948165051225,-6.03313332563633,-6.29499273888323,-6.55631625234761,-6.47643738663083,-6.25262635477645,-6.1317004820306,-6.42932262460014,Novice,S112,geometry,Stand
data/Epoched_Geometric/Novice112_SYMGEO_9G_sl1_Sit_05-40Hz.set,-12.0540565947521,-12.1420088631042,-10.8245689905399,-11.1933278200606,-11.9363101627681,-12.0135547144776,-11.570528333911,-10.8571154521871,-11.5727012476092,-6.47022631673397,-6.55974103344571,-6.13461442816667,-6.23657251871597,-6.51983611176509,-6.43422072816268,-6.26640239022837,-6.1048133341169,-6.4365933700657,Novice,S112,geometry,Sit
data/Epoched_Geometric/Novice121_SYMGEO_11G_sl1_Stand_05-40Hz.set,-10.964707049054,-11.2771288355735,-10.9069891553657,-10.5911926186409,-11.0032628416423,-11.0699954811822,-10.2470134166948,-10.9856876229562,-9.87012753252397,-6.17327709799914,-6.21157626018935,-6.30701237937699,-6.05874495127321,-6.1620161225255,-6.14282581793714,-5.17999644017127,-6.28060301183698,-5.7245999453299,Novice,S121,geometry,Stand
data/Epoched_Geometric/Novice121_SYMGEO_2G_sl1_Sit_05-40Hz.set,-10.7193925485334,-10.94551202128,-10.7878781773748,-10.4388593629138,-10.6183643139569,-10.858481099772,-10.5733797902667,-10.7947466524267,-10.0015120392387,-6.17754893345851,-6.28198539032576,-6.26665418067489,-5.99222579236651,-6.18580124981344,-6.16528095707895,-5.49292864182629,-6.33262158876275,-5.79181796368227,Novice,S121,geometry,Sit
data/Epoched_Geometric/Novice121_SYMGEO_3G_sl1_Stand_05-40Hz.set,-11.044108894359,-11.3159303070716,-10.8864692063613,-10.5842506759701,-10.9931662148514,-11.2616574858223,-10.740510222148,-10.9728264042371,-10.0402272790355,-6.4060644227054,-6.38133549736603,-6.39369180201671,-6.06303921583672,-6.27511186095201,-6.4083923711525,-6.20300252232603,-6.46239264673164,-5.98932005284633,Novice,S121,geometry,Stand
data/Epoched_Geometric/Novice121_SYMGEO_4G_sl1_Stand_05-40Hz.set,-11.2359712877632,-11.2474216229998,-11.0889040955588,-10.6629894114946,-10.9968582530269,-11.2285205317984,-10.6777215257577,-10.9630329167268,-10.2057139483384,-6.09855578892679,-6.27607329465508,-6.20194349001373,-6.16856178755929,-6.07436265860758,-6.26800235838736,-5.38158664656679,-6.24351533195087,-5.74830034504543,Novice,S121,geometry,Stand
data/Epoched_Geometric/Novice121_SYMGEO_5G_sl1_Sit_05-40Hz.set,-10.4557028058362,-10.6703528731533,-10.6081042587481,-10.2487452384854,-10.4271361661946,-10.6540682863237,-10.2570780161709,-10.7248188733268,-9.79978215297941,-6.01822436034737,-6.26178767251408,-6.34382852049141,-6.1045592716676,-6.17217213186996,-6.30345778925414,-5.04457757975009,-6.37857294025768,-5.85355183981323,Novice,S121,geometry,Sit
data/Epoched_Geometric/Novice121_SYMGEO_7G_sl1_Sit_05-40Hz.set,-10.8958843452661,-11.0918746071126,-10.8350083853747,-10.5231007267105,-10.8329586910623,-11.0594108008982,-10.5707893269105,-10.8143374108743,-9.94953774347433,-6.59789911660968,-6.59425688649944,-6.52788450210069,-6.36850239532535,-6.47226040492243,-6.56932107772481,-6.24702825728939,-6.55858250613816,-5.95651059402784,Novice,S121,geometry,Sit
data/Epoched_Geometric/Novice121_SYMGEO_9G_sl1_Stand_05-40Hz.set,-10.7262867698847,-10.8066196252166,-10.6926270723489,-10.3736033494069,-10.6707247342514,-10.7764572982181,-10.562916297038,-10.7957962571806,-9.93119988970684,-6.31356897913161,-6.35214690598529,-6.4839596383595,-6.0340412099264,-6.29047020511655,-6.26071875940359,-5.78603473059741,-6.5126229682139,-5.93089830317212,Novice,S121,geometry,Stand
data/Epoched_Geometric/Novice13_SYMGEO_11G_sl1_Stand_05-40Hz.set,-11.4515303691217,-11.4532158372908,-11.7218746270839,-11.3306055003902,-11.1660089609361,-11.5711438382646,-11.9995589605077,-11.5630142733439,-11.5395721190018,-6.34383498949571,-6.35389678751519,-6.5104120577001,-6.24261436534422,-6.31103324207848,-6.40390549255876,-6.52840331836937,-6.43681632942931,-6.39873781427362,Novice,S13,geometry,Stand
data/Epoched_Geometric/Novice13_SYMGEO_1G_sl1_Sit_05-40Hz.set,-11.5161241810695,-11.3529858303805,-11.5319529553827,-11.041190679454,-11.3412840502797,-11.2236166023371,-10.6890510360451,-11.6622908079605,-11.6729810769649,-5.86044820541794,-5.81793423411549,-6.3469159506092,-5.83242245088119,-6.02513635047532,-5.42516842451129,-4.97626631857906,-6.15782216765185,-6.14375485163911,Novice,S13,geometry,Sit
data/Epoched_Geometric/Novice13_SYMGEO_2G_sl1_Sit_05-40Hz.set,-11.1602222464769,-11.1592237268331,-11.3477372756852,-10.7491388057696,-11.0487013820793,-11.2048328592034,-11.1400950588233,-11.2995973194654,-11.2934140047805,-6.13880762852818,-6.06391938527996,-6.45072822783876,-5.91021432458364,-6.12702642183977,-5.80440296691956,-5.5443588661013,-6.29022349602354,-6.27690230987392,Novice,S13,geometry,Sit
data/Epoched_Geometric/Novice13_SYMGEO_3G_sl1_Stand_05-40Hz.set,-11.5530133752813,-10.9206604952468,-11.8676948378695,-11.5169525313859,-11.4718433610651,-11.4627236597725,-11.6710432857411,-11.6710415913905,-11.6578912684359,-6.25201169511534,-5.95899307811747,-6.36573097675583,-6.15522044336222,-6.2893400619998,-5.62949418241456,-5.69565514274972,-5.99436507118779,-5.96540964874196,Novice,S13,geometry,Stand
data/Epoched_Geometric/Novice13_SYMGEO_4G_sl1_Stand_05-40Hz.set,-12.8389663986066,-13.3377645462662,-13.4859293921286,-13.4905149246191,-12.7822004127313,-13.2356036075225,-13.4930375143333,-13.7023916043185,-13.7824657888586,-6.68090765817915,-6.9083611138593,-6.94906073359703,-6.92041781679486,-6.62936060119893,-6.79645838808889,-7.00483112877425,-7.11948929338729,-7.11923915347872,Novice,S13,geometry,Stand
data/Epoched_Geometric/Novice13_SYMGEO_5G_sl1_Sit_05-40Hz.set,-11.2602484045104,-11.0030596675004,-11.5194582366901,-10.9505641859186,-11.0849024299469,-11.1093233388104,-11.1987882996578,-11.4111418331741,-11.4203568082311,-6.09757479459459,-5.99071035590073,-6.45405785953008,-6.0686232664265,-6.11141417850821,-5.63443825061743,-5.41862092959989,-6.28147705145813,-6.26728095139837,Novice,S13,geometry,Sit
data/Epoched_Geometric/Novice13_SYMGEO_9G_sl1_Stand_05-40Hz.set,-10.9383272690923,-10.8731404877905,-11.2086417641983,-10.6608160808495,-10.814638130449,-10.5795914959086,-10.2788270672912,-11.2540784564495,-11.2427337273964,-5.70968647916736,-5.42530994862222,-6.15521858947367,-5.66876809030677,-5.71688653823408,-4.99933521501885,-4.97258984086451,-5.99400134324904,-5.97588120714466,Novice,S13,geometry,Stand
data/Epoched_Geometric/Novice14_SYMGEO_11G_sl1_Sit_05-40Hz.set,-11.4566827035806,-11.4567849335752,-11.4237145699784,-11.2855276645752,-11.4066007286443,-12.4243869573384,-11.3120143175945,-11.2552586104834,-11.1439851453379,-6.37490212542527,-6.39906962386429,-6.65496800121855,-6.32920880115803,-6.26540860850544,-6.91536550524497,-6.22946053586305,-6.26305408525761,-6.14235540808262,Novice,S14,geometry,Sit
data/Epoched_Geometric/Novice14_SYMGEO_1G_sl1_Stand_05-40Hz.set,-11.5625235896436,-11.4198563536271,-11.4449405061926,-11.3048462128147,-11.3072761707254,-12.6771428984733,-11.3223853259117,-11.2928236203952,-11.38438381309,-6.2963559141746,-6.30529052129947,-6.50171033454855,-6.39348665160148,-6.21441170904715,-7.01529058675478,-6.31539751333131,-6.3336157175221,-6.29476182065598,Novice,S14,geometry,Stand
data/Epoched_Geometric/Novice14_SYMGEO_2G_sl1_Stand_05-40Hz.set,-11.405982490723,-11.2535344088995,-11.4241672814094,-11.1746928453336,-11.1379266869503,-12.600435398905,-11.2309753895829,-11.1381709011447,-11.1742365524056,-6.1921591439945,-6.15651679972486,-6.44165086048846,-6.20939331326946,-6.09222614501479,-6.86652141188931,-6.05847415379618,-6.17720896707201,-6.19615268997267,Novice,S14,geometry,Stand
data/Epoched_Geometric/Novice14_SYMGEO_3G_sl1_Sit_05-40Hz.set,-11.4573998138998,-11.3295202079647,-11.5061077298858,-11.4049217665332,-11.2414667297709,-12.6470460188479,-11.4081835550122,-11.3663347753367,-11.2846064320036,-6.3759098040052,-6.34612003333625,-6.63271097872485,-6.33430854362013,-6.23984618043132,-6.91234616196434,-6.25283796776078,-6.27811697606578,-6.11914392693661,Novice,S14,geometry,Sit
data/Epoched_Geometric/Novice14_SYMGEO_4G_sl1_Sit_05-40Hz.set,-11.6241856560031,-11.4916963581918,-11.7768727023733,-11.5205445638045,-11.4204637921686,-12.5305417642346,-11.3860225513396,-11.475078360162,-11.2069292298586,-6.23734296579638,-6.32946658240713,-6.55011431940628,-6.23093210490318,-6.1728674524637,-6.88851313682437,-6.21041619236743,-6.20721072751928,-6.00063136059614,Novice,S14,geometry,Sit
data/Epoched_Geometric/Novice14_SYMGEO_5G_sl1_Stand_05-40Hz.set,-11.2915632282733,-11.2340826850131,-11.5342875604865,-11.4125184112304,-11.1551781918015,-12.7288002067174,-11.3634080839513,-11.3810528438201,-11.2695700198933,-6.3244620241665,-6.3105286123452,-6.50223444950712,-6.32225645189528,-6.23751309716572,-6.93125783921271,-6.25745233127937,-6.28591917390302,-6.24750094819275,Novice,S14,geometry,Stand
data/Epoched_Geometric/Novice14_SYMGEO_7G_sl1_Stand_05-40Hz.set,-11.4277081079486,-11.4183782501357,-11.1809033336728,-11.0952534916796,-11.2612026131483,-12.4299828713009,-11.2842443038794,-11.0470657713549,-11.1349096913936,-6.28051919708096,-6.33411961736012,-6.60018739546822,-6.37241246025316,-6.21546984553951,-6.80319651979034,-6.03471551737673,-6.30748237826384,-6.16807579033375,Novice,S14,geometry,Stand
data/Epoched_Geometric/Novice14_SYMGEO_9G_sl1_Sit_05-40Hz.set,-11.545064958027,-11.3644255349467,-11.4449542091956,-11.3379723096656,-11.2655716240189,-12.8223820527889,-11.4205262442526,-11.3227161212163,-11.4963693434139,-6.27266276706883,-6.21966127832961,-6.44885168229682,-6.34601318679743,-6.13847670750961,-7.03816554506085,-6.38799983492548,-6.30273392610259,-6.36979222934354,Novice,S14,geometry,Sit
data/Epoched_Geometric/Novice152_SYMGEO_11G_sl1_Sit_05-40Hz.set,-11.0580964184944,-11.2039031236306,-11.3098587196105,-10.9607728200547,-11.2328205778017,-11.252138732921,-10.0292168241945,-11.4699155985105,-11.5567156518883,-5.86194839979895,-5.84985595446258,-6.26729622819305,-6.03271347230549,-6.03811941964177,-5.61239713097315,-4.91457287753515,-6.23238006347674,-5.88487185621503,Novice,S152,geometry,Sit
data/Epoched_Geometric/Novice152_SYMGEO_1G_sl1_Stand_05-40Hz.set,-10.6965010526061,-11.2336166294735,-11.2954026803534,-11.0247254021678,-11.1837699073924,-11.4411908557113,-9.66891379269572,-11.4030648302045,-11.1718737240599,-5.28213221703481,-6.32465767704426,-6.27626123950204,-6.17418237604431,-6.18221779709757,-6.34854807929228,-4.47690865935798,-6.37215824062061,-5.98043979195915,Novice,S152,geometry,Stand
data/Epoched_Geometric/Novice152_SYMGEO_2G_sl1_Stand_05-40Hz.set,-11.1207972970681,-11.2994206233256,-11.166730034941,-10.7139651887357,-11.2575295110714,-11.5452626855837,-10.7163066593357,-11.2552130781823,-11.0993947208404,-6.25287439376275,-6.20165548719497,-6.5206731887938,-6.33316291522046,-6.25699294129785,-6.14293085213873,-5.29971813145295,-6.51667095001683,-6.30456474994012,Novice,S152,geometry,Stand
data/Epoched_Geometric/Novice152_SYMGEO_4G_sl1_Sit_05-40Hz.set,-10.731657643427,-11.2649291224311,-11.3499048034772,-10.9038205307689,-11.3253181238392,-11.0022887255754,-9.63391843175641,-11.6361550685871,-11.2224924224049,-5.62454914986221,-5.96990317345857,-6.15959428603018,-6.01468955501194,-6.05878336990142,-5.86076912454,-4.58550260650217,-6.23672597215287,-5.93029320696321,Novice,S152,geometry,Sit
data/Epoched_Geometric/Novice152_SYMGEO_5G_sl1_Stand_05-40Hz.set,-10.4827086690894,-11.0325753287385,-11.3034050891966,-10.8814191251523,-11.1249811365631,-11.1610499219845,-9.03873302905814,-11.292283777274,-11.0861284312453,-4.93332687200277,-6.11416396104682,-6.03767264805683,-5.95379816876134,-6.01195870384832,-6.04805162399733,-4.02200449757687,-6.14988558375955,-5.82649989523668,Novice,S152,geometry,Stand
data/Epoched_Geometric/Novice152_SYMGEO_7G_sl1_Stand_05-40Hz.set,-10.8750414316144,-11.0263628560256,-11.2454492886089,-10.8336439794682,-11.0627389178197,-11.2330108265925,-9.89986347123293,-11.3002786707143,-11.3019536587504,-5.4877844814032,-6.186689733501,-6.28032489423789,-6.14503321725556,-6.12507187320661,-6.19914623787105,-4.68869847122924,-6.37666626521653,-6.01406365868157,Novice,S152,geometry,Stand
data/Epoched_Geometric/Novice152_SYMGEO_9G_sl1_Sit_05-40Hz.set,-11.2466208383945,-11.1630305918266,-11.495421355416,-11.067626651197,-11.1692832326672,-11.3800918988988,-9.90512316866563,-11.5382928286889,-11.333352739964,-6.20395949264092,-6.26784683204566,-6.35311827836462,-6.13621063831133,-6.34474250893641,-6.15156099483983,-4.81866041546941,-6.40134832586756,-5.93879073601707,Novice,S152,geometry,Sit
data/Epoched_Geometric/Novice162_SYMGEO_11G_sl1_Stand_05-40Hz.set,-10.9589293248083,-10.8371178928526,-10.2566424228334,-9.96100430838697,-10.9919517276623,-10.8397652242838,-10.7690251454646,-10.3485495892202,-10.4756557094115,-5.81059496901735,-5.32862394854153,-6.19148476232874,-5.88980727618495,-6.03486587221053,-5.32106654183048,-5.67695655407144,-6.11959968540854,-5.76369759257522,Novice,S162,geometry,Stand
data/Epoched_Geometric/Novice162_SYMGEO_1G_sl1_Sit_05-40Hz.set,-11.1321093554062,-11.3197050531541,-10.4056997712059,-10.091155769268,-11.0703980915139,-11.3257959012911,-10.8942392976505,-10.4846911262805,-10.5351799644963,-6.06233835545472,-6.11618194882907,-6.25586155039867,-6.05443821595767,-6.17724965710582,-6.10778638888376,-5.92513634590007,-6.26749482902495,-5.88316196180535,Novice,S162,geometry,Sit
data/Epoched_Geometric/Novice162_SYMGEO_2G_sl1_Sit_05-40Hz.set,-11.4778215384964,-11.3655100329669,-10.9510535322379,-10.4748563140565,-11.3915818780077,-11.3585065410381,-11.3361554255619,-10.914039894805,-11.0092567566332,-6.21724380779742,-6.0777318438828,-6.26827506578057,-6.06204476933136,-6.25741793574076,-6.07133736229464,-6.18132840127322,-6.26975507000542,-6.06910304237655,Novice,S162,geometry,Sit
data/Epoched_Geometric/Novice162_SYMGEO_3G_sl1_Stand_05-40Hz.set,-11.1412765802361,-10.808610495441,-10.5133396195509,-10.2350495137283,-11.1974520814295,-10.806814583725,-10.9572535702267,-10.4945483783999,-10.730950545802,-5.78081213491283,-5.18317310679662,-6.22805103581983,-5.93976612979097,-6.11441481846362,-5.17413282989851,-5.91732681094483,-6.0002618128351,-5.70582339984443,Novice,S162,geometry,Stand
data/Epoched_Geometric/Novice162_SYMGEO_4G_sl1_Stand_05-40Hz.set,-11.1444944973394,-10.8154377264913,-10.4817388602521,-10.2218981139671,-11.2473744925003,-10.8042533457106,-10.8458851814918,-10.4758217568439,-10.7567897129676,-5.72587128686696,-5.07381499879775,-6.21330990507241,-6.00803010740768,-6.09599517110646,-5.07063336227282,-5.69125520379798,-6.02979161415417,-5.85393538973409,Novice,S162,geometry,Stand
data/Epoched_Geometric/Novice162_SYMGEO_5G_sl1_Sit_05-40Hz.set,-11.3866991585311,-11.3541388000649,-10.6604870135223,-10.3646922288009,-11.2517133984999,-11.3625308701114,-11.0657391388716,-10.7171013180936,-10.8433014902188,-6.21967193166444,-6.30724792014803,-6.27915467325124,-6.07851202387666,-6.25005283406376,-6.29535898514877,-6.23303721001605,-6.31017437130487,-6.00478176083809,Novice,S162,geometry,Sit
data/Epoched_Geometric/Novice162_SYMGEO_7G_sl1_Sit_05-40Hz.set,-11.3062818294093,-10.9128030217962,-10.4285823569101,-10.104632249174,-11.2202613595737,-10.9129612602834,-10.9352563206785,-10.4338246048791,-10.5921175328187,-5.92206885586643,-5.28025018787723,-6.26006992577403,-6.0793305145963,-6.17564502354111,-5.27519657127082,-5.9475114096956,-6.14003577666473,-5.92945980384334,Novice,S162,geometry,Sit
data/Epoched_Geometric/Novice162_SYMGEO_9G_sl1_Stand_05-40Hz.set,-11.1154332279457,-11.0037498859767,-10.2994889543627,-10.1077609012147,-11.0703452210495,-10.9925559798071,-10.8907665052105,-10.3663088505277,-10.4160686857834,-5.86996245558843,-5.49262184003386,-6.17840546481832,-5.96858737668258,-6.01550563236772,-5.49165181230764,-5.82181808753318,-6.15193353804181,-5.69266832073817,Novice,S162,geometry,Stand
data/Epoched_Geometric/Novice172_SYMGEO_1G_sl1_Sit_05-40Hz.set,-11.714700688322,-12.1992530081209,-11.8273441580589,-11.8317156812339,-11.8621126214772,-12.1839669798829,-11.9004790719787,-11.4747535470096,-11.6161279118946,-6.36931778517872,-6.42139935252064,-6.59858873966596,-6.60411376548067,-6.49837541527895,-6.41437408648178,-6.33739032358505,-6.46567964706417,-6.37152716857979,Novice,S172,geometry,Sit
data/Epoched_Geometric/Novice172_SYMGEO_2G_sl1_Sit_05-40Hz.set,-11.5135405227103,-11.9174266581186,-11.6958937400015,-11.7178256600029,-11.5511525024709,-11.9125490530583,-11.5408126959351,-11.3552344672932,-11.4017346697044,-6.42644786853092,-6.26879971457538,-6.53469118287534,-6.54139316900127,-6.47276602821393,-6.26066825272733,-5.6139086244307,-6.54169845708735,-6.33943549431305,Novice,S172,geometry,Sit
data/Epoched_Geometric/Novice172_SYMGEO_3G_sl1_Stand_05-40Hz.set,-11.7422376139352,-11.8824869824639,-11.9125118948713,-11.9538721851495,-11.7693524327311,-11.8438341791088,-11.4626216828308,-11.9007843662212,-11.6574428473142,-5.95056644180591,-5.82555110353254,-6.19683536010881,-6.20690509675574,-6.23889332282751,-5.80279494887281,-5.66748743304581,-6.26454146628358,-6.06931089596904,Novice,S172,geometry,Stand
data/Epoched_Geometric/Novice172_SYMGEO_4G_sl1_Stand_05-40Hz.set,-12.0981820526961,-12.6879792285968,-12.7137944553971,-12.7031913537514,-12.0406095527463,-12.792677031171,-12.0480063282789,-12.2033601105766,-12.2164664100451,-6.34302636646176,-6.5659949266195,-6.60187154245054,-6.58413358066676,-6.37575285177141,-6.5923355513363,-6.04684529355135,-6.44300825991946,-6.49567763141201,Novice,S172,geometry,Stand
data/Epoched_Geometric/Novice172_SYMGEO_5G_sl1_Sit_05-40Hz.set,-11.5793826771749,-12.1706295294019,-11.8040146656746,-11.7799829569562,-11.8348530367742,-12.1054860794933,-11.1733558962304,-11.5661314976623,-11.3935270052618,-6.08217853207607,-6.09240811251908,-6.38105340450286,-6.38837124879346,-6.35361771706182,-6.07330879971138,-5.17504931058456,-6.4578451251494,-6.1867471500551,Novice,S172,geometry,Sit
data/Epoched_Geometric/Novice172_SYMGEO_7G_sl1_Sit_05-40Hz.set,-11.4079865601189,-11.5448579106838,-11.632807989853,-11.6289139524994,-11.4683670083618,-11.5273136205534,-11.2627240755278,-11.4502295795311,-11.3262520848037,-5.83063591675277,-5.73047398086156,-6.32529986820124,-6.32638179709565,-6.10889328029453,-5.71812937750836,-5.50905689025917,-6.34933094479231,-6.1325386039704,Novice,S172,geometry,Sit
data/Epoched_Geometric/Expert8_SYMGEO_4G_sl1_Stand_05-40Hz.set,-11.5302527260442,-11.6319616456154,-11.1409173719748,-9.86809070088176,-11.5345730038974,-11.5793693934933,-11.3384909271316,-10.6396092072259,-9.8231844796525,-6.02296684218338,-6.11183588620956,-6.04938350605894,-5.2043951472771,-6.05135438969503,-6.02782393390087,-5.8674513242896,-5.75814915954032,-5.07310767485814,Expert,S8,geometry,Stand
data/Epoched_Geometric/Novice102_SYMGEO_3G_sl1_Sit_05-40Hz.set,-11.906606190053,-11.5490058528729,-11.733682871604,-11.0847958173677,-11.426350487742,-11.3298154180987,-11.3521791145839,-11.7261753321133,-11.6210272577617,-6.00275310621874,-6.30485467929384,-6.49516272314035,-6.18979224311336,-6.2391927189682,-6.13783898590184,-5.70072384210225,-6.45177487924241,-6.37652139964801,Novice,S102,geometry,Sit
data/Epoched_Geometric/Novice121_SYMGEO_1G_sl1_Sit_05-40Hz.set,-10.5572139203686,-10.7668906437829,-10.6373259454165,-10.3555723822458,-10.4229863390477,-10.8161873328052,-10.3234987238005,-10.6044483943001,-9.9644454708227,-6.12004182756628,-6.24647810153247,-6.28520369227107,-5.99230822560267,-6.24332488569314,-6.04588374850234,-5.31750673766962,-6.35789939034137,-5.81522141449624,Novice,S121,geometry,Sit
